peak,time_const,ssa,ssi
21.1570397434438,937,1,0.0122977506660478
21.7315324541875,3568,0.963313634018201,0.0122977506660478
22.512134005905,3575,1,0.0122977506660478
22.2054001767185,908,1,8.01664801407017e-39
22.2966823993596,3532,0.997993090400811,8.01664801407017e-39
22.4662164519314,3510,0.997993090400811,8.01664801407017e-39
21.2964851905578,920,1,8.01664801407017e-39
21.3281614147318,933,1,0.0122977506660478
22.3422463303576,3598,1,0.0122977506660478
22.5139861394942,3568,0.997993090400811,0.0122977506660478
21.3047214295092,920,1,4.48041915686672e-06
22.4615310173809,903,1,1.06270280264341e-107
22.3397625537899,3532,1,1.06270280264341e-107
21.6388330262762,912,0.963313634018201,0.0122977506660478
22.5548665168903,3569,1,0.0122977506660478
21.727232804303,3504,0.963313634018201,8.01664801407017e-39
22.3067578423751,3537,1,4.48041915686672e-06
22.5138712159844,3568,0.997993090400811,0.0122977506660478
22.2988847589118,3594,0.997993090400811,0.0122977506660478
21.3071737388928,924,1,1.06270280264341e-107
20.5255170311847,924,0.963313634018201,4.48041915686672e-06
20.3673864728554,927,0.963313634018201,1.06270280264341e-107
20.5334452814486,924,0.963313634018201,1.06270280264341e-107
22.4662164519314,3510,0.997993090400811,8.01664801407017e-39
21.6855341446362,3510,0.963313634018201,4.48041915686672e-06
22.4559699478841,899,1,1.06270280264341e-107
21.1430241275698,927,1,1.06270280264341e-107
22.461531521838,903,1,4.48041915686672e-06
22.4163388402006,903,0.997993090400811,4.48041915686672e-06
22.5093954910547,3500,0.997993090400811,4.48041915686672e-06
21.7314651446153,3503,0.963313634018201,1.06270280264341e-107
22.2054014414837,908,1,1.06270280264341e-107
22.511395003833,3510,1,4.48041915686672e-06
22.4614168642129,903,1,4.48041915686672e-06
22.4662164519314,3510,0.997993090400811,1.06270280264341e-107
22.5136865717284,3503,0.997993090400811,8.01664801407017e-39
22.4614163610164,903,1,1.06270280264341e-107
22.5589603636924,3503,1,4.48041915686672e-06
22.5138712159844,3568,0.997993090400811,0.0122977506660478
22.5113947648991,3510,1,8.01664801407017e-39
20.5377919989373,933,0.963313634018201,0.0122977506660478
22.4615310173809,903,1,8.01664801407017e-39
20.3561032123786,923,0.963313634018201,4.48041915686672e-06
22.4668716220391,3570,0.997993090400811,0.0122977506660478
22.5589603579359,3503,1,1.06270280264341e-107
21.3154140612869,924,1,4.48041915686672e-06
22.5113109813164,3505,1,8.01664801407017e-39
21.3176002339784,929,1,0.0122977506660478
22.55468148232,3504,1,8.01664801407017e-39
20.3673954640618,927,0.963313634018201,4.48041915686672e-06
22.3422463303576,3598,1,0.0122977506660478
21.7274109985193,3569,0.963313634018201,0.0122977506660478
22.2949297517237,3533,0.997993090400811,4.48041915686672e-06
21.6332851611742,903,0.963313634018201,8.01664801407017e-39
22.554681543936,3504,1,8.01664801407017e-39
22.4151543920262,899,0.997993090400811,1.06270280264341e-107
22.3067578423751,3537,1,4.48041915686672e-06
22.4602300354362,899,1,1.06270280264341e-107
21.7315124827046,3564,0.963313634018201,0.0122977506660478
21.6855341446362,3510,0.963313634018201,4.48041915686672e-06
21.3071698844763,924,1,8.01664801407017e-39
22.1608373934516,908,0.997993090400811,8.01664801407017e-39
22.509416367809,3504,0.997993090400811,1.06270280264341e-107
21.3281614147318,933,1,0.0122977506660478
22.2054014452145,908,1,1.06270280264341e-107
22.554681549714,3504,1,4.48041915686672e-06
22.3067568039019,3537,1,8.01664801407017e-39
21.143029233856,927,1,4.48041915686672e-06
22.5591453735013,3568,1,0.0122977506660478
21.3947449890248,916,0.963313634018201,0.0122977506660478
22.3397634583998,3533,1,4.48041915686672e-06
22.2054029488405,908,1,4.48041915686672e-06
21.5218935700723,3532,0.963313634018201,1.06270280264341e-107
22.4164527624055,903,0.997993090400811,1.06270280264341e-107
21.2644133485844,924,0.997993090400811,8.01664801407017e-39
22.2967698151321,3532,0.997993090400811,8.01664801407017e-39
22.5096009770432,3569,0.997993090400811,0.0122977506660478
21.4911514372967,3603,0.963313634018201,0.0122977506660478
22.461531521838,903,1,4.48041915686672e-06
21.7313542261479,3503,0.963313634018201,1.06270280264341e-107
22.5589604253423,3503,1,4.48041915686672e-06
22.2095285627829,916,1,0.0122977506660478
22.3067568042461,3537,1,1.06270280264341e-107
22.2991613858992,3598,0.997993090400811,0.0122977506660478
21.6373887633974,903,0.963313634018201,8.01664801407017e-39
22.4614163610164,903,1,8.01664801407017e-39
21.7272125879868,3500,0.963313634018201,1.06270280264341e-107
22.1649562283018,916,0.997993090400811,0.0122977506660478
22.3415196402231,3532,1,1.06270280264341e-107
22.3415196399228,3532,1,1.06270280264341e-107
21.2853588607258,933,0.997993090400811,0.0122977506660478
22.4616292398173,907,1,0.0122977506660478
22.5113947649887,3510,1,8.01664801407017e-39
22.5113945189082,3510,1,1.06270280264341e-107
21.3071783830126,924,1,4.48041915686672e-06
21.3051352677821,920,1,4.48041915686672e-06
22.4615310173809,903,1,8.01664801407017e-39
21.1430241275698,927,1,1.06270280264341e-107
21.1005985701367,927,0.997993090400811,4.48041915686672e-06
21.7313541667812,3503,0.963313634018201,8.01664801407017e-39
22.4120865957663,903,0.997993090400811,1.06270280264341e-107
21.3071737388928,924,1,8.01664801407017e-39
22.3415196402231,3532,1,1.06270280264341e-107
22.3397626345139,3532,1,4.48041915686672e-06
22.4177201716314,912,0.997993090400811,0.0122977506660478
20.5334197809065,924,0.963313634018201,4.48041915686672e-06
22.3067568042461,3537,1,8.01664801407017e-39
21.6374987902183,903,0.963313634018201,8.01664801407017e-39
22.4629152169089,912,1,0.0122977506660478
21.6387192964903,912,0.963313634018201,0.0122977506660478
22.4615310941307,903,1,4.48041915686672e-06
22.4627975654727,912,1,0.0122977506660478
21.7314651446153,3503,0.963313634018201,1.06270280264341e-107
21.2964898825679,920,1,4.48041915686672e-06
22.513986139472,3568,0.997993090400811,0.0122977506660478
22.3416072322529,3532,1,8.01664801407017e-39
22.2966823990599,3532,0.997993090400811,1.06270280264341e-107
22.3397625537899,3532,1,1.06270280264341e-107
22.3440912142158,3598,1,0.0122977506660478
20.3673905451002,927,0.963313634018201,8.01664801407017e-39
21.2730456655145,924,0.997993090400811,8.01664801407017e-39
22.2949288486296,3532,0.997993090400811,8.01664801407017e-39
22.4571560484509,903,1,8.01664801407017e-39
22.509600916285,3569,0.997993090400811,0.0122977506660478
21.1570355681071,937,1,0.0122977506660478
22.2648330694073,3603,0.997993090400811,0.0122977506660478
22.3416072325532,3532,1,1.06270280264341e-107
22.3440036121469,3598,1,0.0122977506660478
22.2054029488405,908,1,4.48041915686672e-06
21.4884056297014,3537,0.963313634018201,8.01664801407017e-39
21.2752321299332,929,0.997993090400811,0.0122977506660478
22.4614168654708,903,1,4.48041915686672e-06
