elap_time
495.080056
440.270165
470.482541
447.366693
427.075292
496.666875
437.71553
434.379162
398.783607
406.051947
459.450048
424.196364
401.596754
384.814112
428.63293
402.17097
445.438741
465.897905
479.630683
402.379155
411.937315
414.751801
445.398089
383.537198
369.452122
451.919305
424.484762
425.837218
470.787678
441.793625
458.06691
411.06609
458.85217
501.058874
342.264364
442.918221
662.033868
396.54535
400.758745
474.80435
357.737737
491.336235
449.582825
482.313115
456.468484
334.7569
455.473599
398.766191
462.08334
398.621941
351.261179
510.241704
510.695937
455.034144
467.642702
411.376707
444.128807

438.1380549
6.78125217
