elap_time
1566.494593
1393.524168
1436.435889
1600.180155
1329.792250
1792.869283
1382.640760
1484.822603
1512.570834
1699.262189
1502.185247
1343.695332
1303.668226
1251.114796
1341.840962
1214.231010
1350.124057
1586.705527
1527.004412
1398.091242
1351.828446
1337.744381
1312.449866
1376.125093
1666.355214
1385.896387
1623.611693
1712.627528
1802.987001
1575.714029
1437.582257
1341.859409
1485.023202
1632.582575
1349.880084
1473.125902
1531.628150
1457.902958
1529.580200
1583.854073
1254.252349
1589.933285
1541.113282
1614.990128
1522.166652
1221.249147
1564.454592
1347.365546
1549.940811
1468.842716
1227.259514
1366.548684
1642.702706
1618.912796
1568.057835
1516.992779
1579.269127
1270.871926
