time_ms_,trace1,trace2,trace3,trace4,trace5,trace6,trace7,trace8,trace9,trace10,trace11
2432.5,0.438695293669417,0.38078377867828,0.462980767697958,0.802043347404129,1.32885132248479,2.02690302468978,2.86724269652354,3.66897469169653,4.52021169162001,5.31415988101463,6.0944085722393
2433,0.433713657971255,0.373622677362172,0.481661901566067,0.795504950550291,1.33974865057452,2.05336796433627,2.86319511751878,3.67239956623902,4.54885609688445,5.33470912826955,6.10717401371584
2433.5,0.430911487891039,0.373311325131037,0.484775423877418,0.798618472861643,1.33756918495658,2.03530953493043,2.84825021042429,3.66928604392767,4.54262905226174,5.34031346842998,6.10219237801768
2434,0.415655228565416,0.36988645058855,0.459555893155472,0.818545015654292,1.32418103901776,2.02223274122276,2.865997287599,3.65901142030021,4.52768414516726,5.35774919337355,6.10032426463087
2434.5,0.420014159801308,0.381406483140551,0.46796240339612,0.772464885446291,1.32853997025366,2.04807497640697,2.84949561934883,3.66056818145588,4.54823339242218,5.33751129834976,6.0953426289327
2435,0.443676929367579,0.374245381824442,0.486954889495364,0.808581744257967,1.33974865057452,2.04776362417584,2.85229778942905,3.66243629484269,4.54916744911558,5.35432431883106,6.08444530084297
2435.5,0.431222840122174,0.371131859513091,0.469207812320661,0.795193598319156,1.33134214033387,2.05399066879854,2.86039294743856,3.64593462659253,4.51927763492661,5.33502048050068,6.09222910662135
2436,0.42312768211266,0.382029187602821,0.478859731485851,0.818856367885427,1.32169022116868,2.04433874963335,2.85416590281586,3.67862661086172,4.55103556250239,5.3546356710622,6.07261391605984
2436.5,0.433090953508984,0.368329689432875,0.469207812320661,0.792702780470075,1.3422394684236,2.04029117062859,2.84264587026386,3.66025682922475,4.52643873624271,5.32505720910436,6.08973828877227
2437,0.433090953508984,0.364904814890388,0.466405642240445,0.807647687564562,1.33538971933863,2.03188466038795,2.84482533588181,3.65527519352658,4.54449716564855,5.34249293404793,6.1068626614847
2437.5,0.4243730910372,0.382651892065091,0.477925674792445,0.795504950550291,1.33289890148955,2.04402739740222,2.85977024297629,3.67800390639945,4.53484524648336,5.34062482066111,6.07199121159757
