time,current
0,41.50390625
4.90000009536743,38.3649553571429
9.80000019073486,40.3703962053571
14.6999998092651,42.6374162946429
19.6000003814697,42.724609375
24.5,40.6319754464286
29.3999996185302,42.0270647321429
34.2999992370605,43.4221540178571
39.2000007629394,42.4630301339286
44.099998474121,39.4112723214286
49,44.2068917410714
53.9000015258789,42.8989955357143
58.7999992370605,41.4167131696429
63.7000007629394,37.841796875
68.599998474121,41.0679408482143
73.5,40.1960100446429
78.4000015258789,40.3703962053571
83.3000030517578,38.7137276785714
88.1999969482421,45.3404017857143
93.099998474121,44.3812779017857
98,44.3812779017857
102.900001525878,44.0325055803571
107.800003051757,42.4630301339286
112.699996948242,42.2886439732143
117.599998474121,46.5611049107143
122.5,46.2995256696429
127.400001525878,41.2423270089286
132.300003051757,41.9398716517857
137.199996948242,37.2314453125
142.100006103515,44.7300502232143
147,42.2014508928571
151.899993896484,44.9044363839286
156.800003051757,42.0270647321429
161.699996948242,43.6837332589286
166.600006103515,44.0325055803571
171.5,43.7709263392857
176.399993896484,41.8526785714286
181.300003051757,43.2477678571429
186.199996948242,40.5447823660714
191.100006103515,40.283203125
196,39.5856584821429
200.899993896484,41.9398716517857
205.800003051757,45.166015625
210.699996948242,39.4984654017857
215.600006103515,42.5502232142857
220.5,41.1551339285714
225.399993896484,40.5447823660714
230.300003051757,49.6128627232143
235.199996948242,43.7709263392857
240.100006103515,45.2532087053571
245,45.9507533482143
249.899993896484,40.8063616071429
254.800003051757,38.8009207589286
259.700012207031,39.1496930803571
264.600006103515,40.283203125
269.5,41.1551339285714
274.399993896484,42.0270647321429
279.299987792968,38.8881138392857
284.200012207031,40.9807477678571
289.100006103515,48.3921595982143
294,43.7709263392857
298.899993896484,44.5556640625
303.799987792968,45.166015625
308.700012207031,41.2423270089286
313.600006103515,42.6374162946429
318.5,44.9916294642857
323.399993896484,41.50390625
328.299987792968,46.1251395089286
333.200012207031,43.3349609375
338.100006103515,40.4575892857143
343,42.2014508928571
347.899993896484,43.0733816964286
352.799987792968,41.5910993303571
357.700012207031,42.2886439732143
362.600006103515,42.2014508928571
367.5,41.50390625
372.399993896484,47.1714564732143
377.299987792968,43.8581194196429
382.200012207031,42.2014508928571
387.100006103515,46.6482979910714
392,47.607421875
396.899993896484,43.1605747767857
401.799987792968,43.4221540178571
406.700012207031,42.0270647321429
411.600006103515,43.8581194196429
416.5,44.0325055803571
421.399993896484,42.724609375
426.299987792968,47.7818080357143
431.200012207031,42.2886439732143
436.100006103515,42.4630301339286
441,45.8635602678571
445.899993896484,40.8935546875
450.799987792968,45.5147879464286
455.700012207031,46.8226841517857
460.600006103515,44.3812779017857
465.5,44.1196986607143
470.399993896484,46.4739118303571
475.299987792968,45.8635602678571
480.200012207031,0
485.100006103515,4841.57017299107
490,6156.70340401786
494.899993896484,6229.33523995536
499.799987792968,6138.21847098214
504.700012207031,6009.43429129464
509.600006103515,5867.65834263393
514.5,5707.22307477679
519.400024414062,5573.1201171875
524.299987792968,5405.2734375
529.200012207031,5257.74274553571
534.099975585937,5118.23381696429
539,4981.25348772321
543.900024414062,4850.20228794643
548.799987792968,4715.576171875
553.700012207031,4594.90094866071
558.599975585937,4486.78152901786
563.5,4375.6103515625
568.400024414062,4270.6298828125
573.299987792968,4164.16713169643
578.200012207031,4078.369140625
583.099975585937,3989.43219866071
588,3907.73228236607
592.900024414062,3832.92061941964
597.799987792968,3753.22614397321
602.700012207031,3682.16378348214
607.599975585937,3613.19405691964
612.5,3542.74204799107
617.400024414062,3487.46163504464
622.299987792968,3435.23297991071
627.200012207031,3377.77273995536
632.099975585937,3321.18443080357
637,3276.54157366071
641.900024414062,3224.83607700893
646.799987792968,3183.94252232143
651.700012207031,3133.89369419643
656.599975585937,3095.0927734375
661.5,3047.92131696429
666.400024414062,3013.39285714286
671.299987792968,2984.53194754464
676.200012207031,2944.42313058036
681.099975585937,2922.01450892857
686,2886.00376674107
690.900024414062,2849.81863839286
695.799987792968,2825.49176897321
700.700012207031,2796.80524553571
705.599975585937,2774.13504464286
710.5,2748.50027901786
715.400024414062,2721.20884486607
720.299987792968,2699.67215401786
725.200012207031,2676.04282924107
730.099975585937,2656.33719308036
735,2637.59068080357
739.900024414062,2614.31012834821
744.799987792968,2598.17940848214
749.700012207031,2584.8388671875
754.599975585937,2559.2041015625
759.5,2550.48479352679
764.400024414062,2531.21512276786
769.299987792968,2510.20159040179
774.200012207031,2498.51771763393
779.099975585937,2482.64857700893
784,2467.38978794643
788.900024414062,2454.48521205357
793.799987792968,2443.84765625
798.700012207031,2425.36272321429
803.599975585937,2411.76060267857
808.5,2400.07672991071
813.400024414062,2379.67354910714
818.299987792968,2375.74986049107
823.200012207031,2367.98967633929
828.099975585937,2354.30036272321
833,2342.26771763393
837.900024414062,2344.18596540179
842.799987792968,2334.76911272321
847.700012207031,2318.28962053571
852.599975585937,2311.05259486607
857.5,2307.21609933036
862.400024414062,2296.84012276786
867.299987792968,2284.72028459821
872.200012207031,2270.42061941964
877.099975585937,2266.40973772321
882,2257.51604352679
886.900024414062,2256.4697265625
891.799987792968,2238.42075892857
896.700012207031,2234.67145647321
901.599975585937,2236.85128348214
906.5,2230.8349609375
911.400024414062,2228.13197544643
916.299987792968,2218.27915736607
921.200012207031,2209.90862165179
926.099975585937,2205.46177455357
931,2195.4345703125
935.900024414062,2197.09123883929
940.799987792968,2185.6689453125
945.700012207031,2185.58175223214
950.599975585937,2179.39104352679
955.5,2176.77525111607
960.400024414062,2170.67173549107
965.299987792968,2166.1376953125
970.200012207031,2158.46470424107
975.099975585937,2157.85435267857
980,2156.3720703125
984.900024414062,2143.20591517857
989.799987792968,2140.85170200893
994.700012207031,2137.53836495536
999.599975585937,2131.52204241071
1004.5,2129.5166015625
1009.40002441406,2120.09974888393
1014.29998779296,2118.70465959821
1019.20001220703,2118.87904575893
1024.09997558593,2119.92536272321
1029,2111.81640625
1033.90002441406,2109.9853515625
1038.80004882812,2100.39411272321
1043.69995117187,2101.96358816964
1048.59997558593,2095.68568638393
1053.5,2095.59849330357
1058.40002441406,2090.71568080357
1063.30004882812,2082.60672433036
1068.19995117187,2082.43233816964
1073.09997558593,2080.77566964286
1078,2077.37513950893
1082.90002441406,2073.45145089286
1087.80004882812,2068.91741071429
1092.69995117187,2069.78934151786
1097.59997558593,2061.94196428571
1102.5,2062.46512276786
1107.40002441406,2056.01283482143
1112.30004882812,2054.96651785714
1117.19995117187,2051.74037388393
1122.09997558593,2047.20633370536
1127,2046.33440290179
1131.90002441406,2038.92299107143
1136.80004882812,2036.56877790179
1141.69995117187,2032.64508928571
1146.59997558593,2032.81947544643
1151.5,2039.35895647321
1156.40002441406,2024.71051897321
1161.30004882812,2023.40262276786
1166.19995117187,2022.26911272321
1171.09997558593,2015.55524553571
1176,2022.26911272321
1180.90002441406,2014.16015625
1185.80004882812,2015.03208705357
1190.69995117187,2012.41629464286
1195.59997558593,2015.29366629464
1200.5,2006.92313058036
1205.40002441406,2003.95856584821
1210.30004882812,2004.65611049107
1215.19995117187,2003.43540736607
1220.09997558593,1999.51171875
1225,1996.19838169643
1229.90002441406,1995.76241629464
1234.80004882812,1995.50083705357
1239.69995117187,1988.96135602679
1244.59997558593,1988.87416294643
1249.5,1980.85239955357
1254.40002441406,1980.85239955357
1259.30004882812,1975.35923549107
1264.19995117187,1975.35923549107
1269.09997558593,1977.88783482143
1274,1970.65080915179
1278.90002441406,1968.90694754464
1283.80004882812,1969.08133370536
1288.69995117187,1967.42466517857
1293.59997558593,1965.07045200893
1298.5,1962.01869419643
1303.40002441406,1956.1767578125
1308.30004882812,1961.58272879464
1313.19995117187,1957.48465401786
1318.09997558593,1951.55552455357
1323,1955.13044084821
1327.90002441406,1951.20675223214
1332.80004882812,1946.23674665179
1337.69995117187,1948.15499441964
1342.59997558593,1946.32393973214
1347.5,1941.44112723214
1352.40002441406,1938.38936941964
1357.30004882812,1942.57463727679
1362.19995117187,1930.80357142857
1367.09997558593,1931.93708147321
1372,1929.67006138393
1376.90002441406,1934.02971540179
1381.80004882812,1924.08970424107
1386.69995117187,1929.75725446429
1391.59997558593,1920.51478794643
1396.5,1920.86356026786
1401.40002441406,1918.42215401786
1406.30004882812,1912.841796875
1411.19995117187,1910.13881138393
1416.09997558593,1915.8935546875
1421,1915.71916852679
1425.90002441406,1912.40583147321
1430.80004882812,1909.87723214286
1435.69995117187,1908.65652901786
1440.59997558593,1906.82547433036
1445.5,1904.03529575893
1450.40002441406,1901.68108258929
1455.30004882812,1902.29143415179
1460.19995117187,1894.26967075893
1465.09997558593,1900.634765625
1470,1897.75739397321
1474.90002441406,1894.26967075893
1479.80004882812,1892.52580915179
1484.69995117187,1885.81194196429
1489.59997558593,1889.12527901786
1494.5,1887.29422433036
1499.40002441406,1889.73563058036
1504.30004882812,1884.06808035714
1509.19995117187,1887.55580357143
1514.09997558593,1881.80106026786
1519,1883.28334263393
1523.90002441406,1875.34877232143
1528.80004882812,1877.87737165179
1533.69995117187,1871.77385602679
1538.59997558593,1873.779296875
1543.5,1872.73297991071
1548.40002441406,1873.08175223214
1553.30004882812,1868.37332589286
1558.19995117187,1867.15262276786
1563.09997558593,1866.455078125
1568,1860.52594866071
1572.90002441406,1859.21805245536
1577.80004882812,1859.56682477679
1582.69995117187,1856.0791015625
1587.59997558593,1854.33523995536
1592.5,1857.91015625
1597.40002441406,1849.27804129464
1602.30004882812,1847.09821428571
1607.19995117187,1845.0927734375
1612.09997558593,1845.96470424107
1617,1842.91294642857
1621.90002441406,1840.47154017857
1626.80004882812,1842.47698102679
1631.69995117187,1841.60505022321
1636.59997558593,1836.19907924107
1641.5,1834.1064453125
1646.40002441406,1832.8857421875
1651.30004882812,1832.53696986607
1656.19995117187,1831.75223214286
1661.09997558593,1830.00837053571
1666,1830.4443359375
1670.90002441406,1829.833984375
1675.80004882812,1827.56696428571
1680.69995117187,1824.25362723214
1685.59997558593,1821.11467633929
1690.5,1826.7822265625
1695.40002441406,1823.1201171875
1700.30004882812,1822.16099330357
1705.19995117187,1818.58607700893
1710.09997558593,1819.89397321429
1715,1819.10923549107
1719.90002441406,1817.53976004464
1724.80004882812,1817.45256696429
1729.69995117187,1814.48800223214
1734.59997558593,1816.05747767857
1739.5,1814.83677455357
1744.40002441406,1811.17466517857
1749.30004882812,1813.26729910714
1754.19995117187,1810.302734375
1759.09997558593,1809.77957589286
1764,1807.42536272321
1768.90002441406,1802.89132254464
1773.80004882812,1801.1474609375
1778.69995117187,1800.36272321429
1783.59997558593,1799.9267578125
1788.5,1797.39815848214
1793.40002441406,1796.70061383929
1798.30004882812,1798.44447544643
1803.19995117187,1797.13657924107
1808.09997558593,1797.83412388393
1813,1796.52622767857
1817.90002441406,1790.771484375
1822.80004882812,1786.84779575893
1827.69995117187,1789.11481584821
1832.59997558593,1788.50446428571
1837.5,1787.45814732143
1842.40002441406,1786.76060267857
1847.30004882812,1785.2783203125
1852.19995117187,1782.74972098214
1857.09997558593,1781.005859375
1862,1782.57533482143
1866.90002441406,1778.21568080357
1871.80004882812,1774.11760602679
1876.69995117187,1774.37918526786
