Group,param,value
WT,1,-20.492742747870565
WT,1,-9.868439589729709
WT,1,-19.84625960502418
WT,1,-18.476009305698163
WT,1,-18.51346990012947
WT,1,-25.741528438111146
WT,1,-15.999473593893432
WT,1,-17.18883395035264
WT,1,-19.706253589699767
WT,1,-5.073598614697014
WT,1,-30.55783796085428
WT,1,-23.92016346227506
WT,1,2.7033342246869547
WT,1,-22.01321391362801
WT,1,-22.914623330210198
WT,1,-25.133939547399365
WT,1,-21.641270536414947
WT,1,-24.88761697619929
WT,1,-19.959186368423694
WT,1,-32.379091248157515
WT,1,0.005027369191977893
WT,1,-12.19483725177628
WT,1,-25.81039129236641
WT,1,-9.121824767517984
WT,1,-6.668968784249699
WT,1,15.280150555774176
WT,1,-6.139708147944232
WT,1,-19.320027160091467
WT,1,-7.720283795901269
WT,1,-24.713929545947156
WT,1,-20.61171540225433
WT,1,-23.092398786398693
WT,1,-21.67479749504003
WT,1,-23.6856077094453
Mgat1KO,1,-27.088150586271347
Mgat1KO,1,-16.19786965608104
Mgat1KO,1,-23.88177311172668
Mgat1KO,1,-44.79909247536316
Mgat1KO,1,-29.755320813893043
Mgat1KO,1,-34.27225717029145
Mgat1KO,1,-23.47445964481143
Mgat1KO,1,-24.37744515901518
Mgat1KO,1,-15.552432034511808
Mgat1KO,1,-23.821424306564595
Mgat1KO,1,-17.25894905069433
Mgat1KO,1,-25.695262225726907
Mgat1KO,1,-23.59950395617582
Mgat1KO,1,-43.4308309115184
Mgat1KO,1,-22.08304323985222
Mgat1KO,1,-35.00074690352289
Mgat1KO,1,-26.603564776931986
Mgat1KO,1,-21.070348346273725
Mgat1KO,1,-23.159810676340115
Mgat1KO,1,-47.63938579499157
Mgat1KO,1,-45.515322974288935
Mgat1KO,1,-33.920286893571536
Mgat1KO,1,-35.96612408676228
Mgat1KO,1,-27.404473561367176
Mgat1KO,1,-29.621570148061885
Mgat1KO,1,-27.461776026047772
Mgat1KO,1,-22.48349421896012
Mgat1KO,1,-25.65849742584162
Mgat1KO,1,-22.1184795445419
Mgat1KO,1,-25.112270031728848
Mgat1KO,1,-20.113075964953406
Mgat1KO,1,-14.576573526624118
Mgat1KO,1,-14.564644787854931
WT,2,40.864486287097165
WT,2,37.21211193838704
WT,2,8.376343225214018
WT,2,29.517189779779837
WT,2,29.98813730176471
WT,2,52.236564092672786
WT,2,31.866966863058096
WT,2,26.00850242064807
WT,2,34.639982424355225
WT,2,37.803520477482635
WT,2,15.959920562647454
WT,2,22.41684778350021
WT,2,11.517927960559245
WT,2,15.618860051347836
WT,2,29.10271472670652
WT,2,41.52257638931979
WT,2,24.279109302844482
WT,2,42.74685751126394
WT,2,32.93642668757743
WT,2,19.79905065375594
WT,2,28.303874601703612
WT,2,43.475548483204875
WT,2,56.42423522577461
WT,2,69.98187283377437
WT,2,45.21574059832282
WT,2,39.1708045469527
WT,2,31.7988638932862
WT,2,31.23049107000568
WT,2,47.77256003114598
WT,2,32.029454649956
WT,2,36.58025371274928
WT,2,31.964132772963662
WT,2,29.77993536277814
WT,2,47.08988341377545
Mgat1KO,2,5.322451827883119
Mgat1KO,2,19.243174965905673
Mgat1KO,2,-1.313118111052234
Mgat1KO,2,-2.8912694295689407
Mgat1KO,2,13.665585440852311
Mgat1KO,2,-10.296080335406943
Mgat1KO,2,27.646638591315774
Mgat1KO,2,-3.4313809440789
Mgat1KO,2,15.151245528272222
Mgat1KO,2,29.542273630376346
Mgat1KO,2,-2.511360433983882
Mgat1KO,2,16.95964914321054
Mgat1KO,2,27.733990698794443
Mgat1KO,2,-61.410605492611325
Mgat1KO,2,19.65372276266681
Mgat1KO,2,49.36643068277051
Mgat1KO,2,10.716825652009033
Mgat1KO,2,0.36940167792721346
Mgat1KO,2,17.967313025907167
Mgat1KO,2,9.974194858811522
Mgat1KO,2,14.802352921192009
Mgat1KO,2,4.644870670047256
Mgat1KO,2,21.419714461745343
Mgat1KO,2,16.718127616338933
Mgat1KO,2,-12.768168533929016
Mgat1KO,2,3.226601876624898
Mgat1KO,2,20.040530162072766
Mgat1KO,2,2.03385667425551
Mgat1KO,2,69.94384843357967
Mgat1KO,2,26.489449361299823
Mgat1KO,2,-0.7697893545587194
Mgat1KO,2,10.691124562109964
Mgat1KO,2,-0.07030663936852105
WT,6,7.652579316346398
WT,6,1.1246566490904522
WT,6,24.97186490680564
WT,6,1.3075029175796113
WT,6,0.4536063937505528
WT,6,0.41837143254681886
WT,6,5.033793364375583
WT,6,3.93222378881267
WT,6,9.156821369181182
WT,6,1.211474007984052
WT,6,3.310460796356642
WT,6,9.4585202833159
WT,6,15.478662839594246
WT,6,12.202797004832
WT,6,7.524113352086426
WT,6,1.6175979627062524
WT,6,7.383486459235103
WT,6,8.526780468702059
WT,6,5.824384979430275
WT,6,19.420726769542142
WT,6,12.203238074859604
WT,6,5.183187902754764
