Group,param,value
WT,1,5481.023713483585
WT,1,8226.617513018582
WT,1,5000.3314599635905
WT,1,9157.651517978546
WT,1,7898.773028164616
WT,1,6045.16146193511
WT,1,6967.757661119546
WT,1,8267.719298956312
WT,1,6935.480568594457
WT,1,5322.008806559784
WT,1,5881.391086321334
WT,1,6992.713025528259
WT,1,5686.671316114547
WT,1,7322.334705446239
WT,1,5362.275125024617
WT,1,7327.0773829535165
WT,1,7495.624744865474
WT,1,9556.839015886715
WT,1,9075.060773042467
WT,1,5323.569576753637
WT,1,7039.112529066996
WT,1,9204.456829807637
WT,1,6681.318969203848
WT,1,7531.347071930096
WT,1,9858.310667937938
WT,1,7963.451236935627
WT,1,5672.361791853621
WT,1,7887.459150875135
WT,1,9366.905708154169
WT,1,5232.899077937355
WT,1,5794.603727786938
WT,1,5382.89139136284
WT,1,5625.325209850916
WT,1,7760.2988161232815
Mgat1KO,1,5000.282051433093
Mgat1KO,1,7443.647677902449
Mgat1KO,1,7049.562201925419
Mgat1KO,1,6236.741880873092
Mgat1KO,1,9997.412992533886
Mgat1KO,1,5651.75712591187
Mgat1KO,1,7545.143238030316
Mgat1KO,1,7022.848918826085
Mgat1KO,1,5000.541781623614
Mgat1KO,1,9090.293110102595
Mgat1KO,1,6813.018555843452
Mgat1KO,1,9181.259571361084
Mgat1KO,1,5362.3078603958
Mgat1KO,1,5000.952452301051
Mgat1KO,1,9107.102205774732
Mgat1KO,1,5672.819204427903
Mgat1KO,1,5223.816389788973
Mgat1KO,1,8586.069908399928
Mgat1KO,1,8988.921229636944
Mgat1KO,1,9870.8768340093
Mgat1KO,1,5000.0931010393715
Mgat1KO,1,5000.21135929273
Mgat1KO,1,5149.866616145544
Mgat1KO,1,9284.770022819193
Mgat1KO,1,5864.341548374321
Mgat1KO,1,5002.499592579895
Mgat1KO,1,9486.98175262727
Mgat1KO,1,5001.102633740381
Mgat1KO,1,6140.046943217861
Mgat1KO,1,7872.177782034395
Mgat1KO,1,5000.961711964106
Mgat1KO,1,6707.557603247575
Mgat1KO,1,5974.990417315896
WT,3,0.0851808361138402
WT,3,0.05787088272874712
WT,3,0.05145194462381495
WT,3,0.030301113010671607
WT,3,0.0930927229731365
WT,3,0.035755895346040435
WT,3,0.07286319421140376
WT,3,0.07405454569493992
WT,3,0.0773297103199915
WT,3,0.04817614880001223
WT,3,0.04025211842178222
WT,3,0.07438853898193375
WT,3,0.056728203992426375
WT,3,0.060105705067455086
WT,3,0.048449934905201365
WT,3,0.05650892350655371
WT,3,0.042144549404725756
WT,3,0.06806681782501922
WT,3,0.049087694497476686
WT,3,0.12445475000383535
WT,3,0.04102075572193159
WT,3,0.044678932459951574
WT,3,0.10921177424306933
WT,3,0.12880843079208817
WT,3,0.0986470092591419
WT,3,0.03158528002348911
WT,3,0.03580686522841443
WT,3,0.041196066412943315
WT,3,0.062085541565736736
WT,3,0.05340305954636727
WT,3,0.07220953002504273
WT,3,0.08934130226822165
WT,3,0.03716774648949505
WT,3,0.0541347275146012
Mgat1KO,3,0.047339624846687293
Mgat1KO,3,0.01762434379619689
Mgat1KO,3,0.04568197360552338
Mgat1KO,3,0.06185970823305949
Mgat1KO,3,0.02820947297767735
Mgat1KO,3,0.032706164888473555
Mgat1KO,3,0.025671486175155248
Mgat1KO,3,0.03644509209437562
Mgat1KO,3,0.05442538148954887
Mgat1KO,3,0.0025268971036976574
Mgat1KO,3,0.04389520679182631
Mgat1KO,3,0.041859963150187404
Mgat1KO,3,0.029393939997985178
Mgat1KO,3,0.033335646683120855
Mgat1KO,3,0.04335612478017541
Mgat1KO,3,0.03525422318752235
Mgat1KO,3,0.04442032808815349
Mgat1KO,3,0.019576596857736314
Mgat1KO,3,0.041841486489107675
Mgat1KO,3,0.03197201169125251
Mgat1KO,3,0.033237064541991566
Mgat1KO,3,0.03176222514479369
Mgat1KO,3,0.034001206832467094
Mgat1KO,3,0.030853859635954137
Mgat1KO,3,0.03356880944871424
Mgat1KO,3,0.033983650994190644
Mgat1KO,3,0.02815903689863738
Mgat1KO,3,0.034474518382920614
Mgat1KO,3,0.04668730876705796
Mgat1KO,3,0.02593663068795957
Mgat1KO,3,0.03323501425866408
Mgat1KO,3,0.032506459998312406
Mgat1KO,3,0.027602389964325083
