Group,file,param,value
WT,15n10002,1,35.347336354234294
WT,15n10006,1,32.16566025554621
WT,15n10009,1,42.21274678334714
WT,15n10012,1,41.05428744938175
WT,15n23002,1,37.15215172873697
WT,15n23005,1,46.43299988280261
WT,15n23008,1,45.41454819143348
WT,15n23011,1,44.9885785220133
WT,15n23014,1,42.6501936909064
WT,15n23019,1,52.82535112726307
WT,15n23022,1,48.29673134763488
WT,15o20002,1,33.505649902275565
WT,15o20005,1,55.72218791438317
WT,15o20010,1,26.107354453633366
WT,15o20015,1,56.562531100019946
WT,15o21003,1,36.32795908378294
WT,15o21008,1,33.85523115959439
WT,15o22002,1,48.26783036709135
WT,15o22008,1,39.15108147355844
WT,15o26002,1,43.35748130036475
WT,15o26005,1,56.36631143634002
WT,15o26008,1,49.545820394702744
WT,15o26014,1,35.64291579082473
WT,15o26017,1,31.627175876982676
WT,15o26020,1,53.66125852253193
WT,15o26023,1,52.33444381067281
WT,15o26031,1,36.54894651073074
WT,15o29002,1,38.83869830633878
WT,15o29009,1,33.77979920330457
WT,15o29012,1,35.94726874926594
WT,15o29015,1,44.321776410315486
WT,15o29021,1,41.214996020487064
WT,15o29024,1,45.03140314952654
WT,15o29027,1,41.78705513121242
Mgat1KO,15n03002,1,42.25859123123416
Mgat1KO,15n03005,1,41.38239833516938
Mgat1KO,15n03008,1,37.30479539944049
Mgat1KO,15n03011,1,40.978029649933056
Mgat1KO,15n03014,1,38.18317299443359
Mgat1KO,15n03017,1,37.77414036784582
Mgat1KO,15n03028,1,33.01183589562098
Mgat1KO,15n04002,1,46.54209381242266
Mgat1KO,15n04009,1,44.393958226620796
Mgat1KO,15n04014,1,42.11666743293257
Mgat1KO,15n04017,1,44.464716940545735
Mgat1KO,15n04020,1,42.00703359183878
Mgat1KO,15n04023,1,42.85750176699615
Mgat1KO,15n04026,1,44.35321217136881
Mgat1KO,15n04029,1,45.057135626228
Mgat1KO,15n09002,1,43.760750139710716
Mgat1KO,15n09005,1,38.04164167619994
Mgat1KO,15n20005,1,36.3510600716308
Mgat1KO,15n20008,1,37.716985285595804
Mgat1KO,15n20012,1,36.327746868968816
Mgat1KO,15n24005,1,43.97568671460381
Mgat1KO,15n24010,1,38.4959803602435
Mgat1KO,15n24013,1,46.10352759248451
Mgat1KO,15o27002,1,44.2639615180074
Mgat1KO,15o27005,1,39.74550093362694
Mgat1KO,15o27010,1,42.939446510034685
Mgat1KO,15o27018,1,44.33148651978483
Mgat1KO,15o27025,1,42.09757066883053
Mgat1KO,15o27028,1,44.673247098709844
Mgat1KO,15o27031,1,41.23995063852843
Mgat1KO,15o28006,1,40.049118720032304
Mgat1KO,15o28009,1,38.82899493424573
Mgat1KO,15o28012,1,35.96746536453455
WT,15n10002,2,5.487382962135865
WT,15n10006,2,2.418296445589929
WT,15n10009,2,15.161475699415002
WT,15n10012,2,17.060592172327794
WT,15n23002,2,3.1148026694252997
WT,15n23005,2,11.647114132223855
WT,15n23008,2,13.56523370789483
WT,15n23011,2,10.656608174146115
WT,15n23014,2,10.938935231810634
WT,15n23019,2,7.001914216570809
WT,15n23022,2,6.188189178719074
WT,15o20002,2,7.4401811644005
WT,15o20005,2,18.45261761720775
WT,15o20010,2,1.150259676803188e-06
WT,15o20015,2,15.756039721271577
WT,15o21003,2,4.3880781266836735
WT,15o21008,2,5.36109784288103
WT,15o22002,2,10.125533459068272
WT,15o22008,2,4.740816298943864
WT,15o26002,2,4.382302788865756
WT,15o26005,2,0.09864679098949357
WT,15o26008,2,10.696690351561918
WT,15o26014,2,6.938810744350812
WT,15o26017,2,8.638376976433954e-05
WT,15o26020,2,13.2380018973855
WT,15o26023,2,14.750819276450194
WT,15o26031,2,3.1945879141381166
WT,15o29002,2,14.546274367480065
WT,15o29009,2,0.8495087664021505
WT,15o29012,2,7.004736466401449
WT,15o29015,2,27.979347154640447
WT,15o29021,2,8.282375587159798
WT,15o29024,2,16.100703998964512
WT,15o29027,2,11.554313174092744
Mgat1KO,15n03002,2,22.977896378584067
Mgat1KO,15n03005,2,16.74225616097489
Mgat1KO,15n03008,2,7.04254523048762
Mgat1KO,15n03011,2,32.12818321627446
Mgat1KO,15n03014,2,3.4486718505684237
Mgat1KO,15n03017,2,10.556709885807011
Mgat1KO,15n03028,2,8.426809796694231
Mgat1KO,15n04002,2,30.392263756320123
Mgat1KO,15n04009,2,19.993615602661944
Mgat1KO,15n04014,2,34.31525480631486
Mgat1KO,15n04017,2,30.201820380704493
Mgat1KO,15n04020,2,12.984804260470868
Mgat1KO,15n04023,2,24.17726929250482
Mgat1KO,15n04026,2,39.999965863747825
Mgat1KO,15n04029,2,27.073521358304028
Mgat1KO,15n09002,2,2.88720495388135e-05
Mgat1KO,15n09005,2,13.693274459542193
Mgat1KO,15n20005,2,1.517421808735964
Mgat1KO,15n20008,2,17.010577062813447
Mgat1KO,15n20012,2,14.144178926517409
Mgat1KO,15n24005,2,34.215274803350376
Mgat1KO,15n24010,2,19.372520160868525
Mgat1KO,15n24013,2,8.792086945879447
Mgat1KO,15o27002,2,11.266093199860023
Mgat1KO,15o27005,2,4.833680421998494
Mgat1KO,15o27010,2,15.3765030035738
Mgat1KO,15o27018,2,16.026236330917648
Mgat1KO,15o27025,2,14.641815483765903
Mgat1KO,15o27028,2,19.674997392847683
Mgat1KO,15o27031,2,19.00566004681922
Mgat1KO,15o28006,2,12.347164892073675
Mgat1KO,15o28009,2,11.168594061463574
Mgat1KO,15o28012,2,5.381582284330387
WT,15n10002,4,7.747641971021988
