Group,param,value
WT,3,0.0027571102710296585
WT,3,0.00012178205399033695
WT,3,37.47587453499032
WT,3,7.721806222241359e-05
WT,3,99.99996835899155
WT,3,99.99962975730371
WT,3,8.778865837659861e-05
WT,3,0.0002863248455166947
WT,3,38.47294010241793
WT,3,55.49056799831106
WT,3,33.227157056703945
WT,3,0.07247422558281372
WT,3,99.99955195823655
Mgat1KO,3,0.0033193189193182803
Mgat1KO,3,71.02835073541006
Mgat1KO,3,0.5783380694568059
Mgat1KO,3,36.825326975939376
Mgat1KO,3,30.405791318714588
Mgat1KO,3,0.0027784116367596786
Mgat1KO,3,0.002049456155210926
Mgat1KO,3,16.220759422206978
Mgat1KO,3,0.004200863696178876
Mgat1KO,3,0.0007814684150366183
Mgat1KO,3,99.99937398206744
Mgat1KO,3,55.20467220160884
Mgat1KO,3,99.99872745148505
Mgat1KO,3,0.0008425846912022908
Mgat1KO,3,45.00253350662482
Mgat1KO,3,49.540396796849926
Mgat1KO,3,0.0243761444896505
Mgat1KO,3,47.0939406553082
Mgat1KO,3,0.0037694198836776974
Mgat1KO,3,0.0002807709051478423
Mgat1KO,3,0.08780399600945644
Mgat1KO,3,0.0010728379862793471
Mgat1KO,3,2.7667028290041924
Mgat1KO,3,0.015729292060006415
Mgat1KO,3,54.4998916698626
Mgat1KO,3,0.04041654994903813
Mgat1KO,3,42.47544776602643
Mgat1KO,3,26.4149158273864
Mgat1KO,3,88.39733336712169
Mgat1KO,3,67.99479530949615
Mgat1KO,3,0.0025429548242441886
Mgat1KO,3,0.011979888926416094
Mgat1KO,3,1.8685121069122714
WT,4,0.03764252799735768
WT,4,0.037831601440104654
WT,4,0.037412250368944876
WT,4,0.010996132622382198
WT,4,0.05072715858507915
WT,4,0.026642499192845788
WT,4,0.04598309002721236
WT,4,0.01625571568342024
WT,4,0.0444226900528006
WT,4,0.030137196691813257
WT,4,0.029447729611397015
WT,4,0.03862363106350446
WT,4,0.01028900951645982
WT,4,0.03166908631170969
WT,4,0.04443591648336551
WT,4,0.03530244836653114
WT,4,0.037676880574189935
WT,4,0.03210949081517061
WT,4,0.007318874021389017
WT,4,0.04356450356271266
WT,4,0.0295407309168217
WT,4,0.0394397096008791
WT,4,0.04568261582617402
WT,4,0.028727083198161765
WT,4,0.045817522390964406
WT,4,0.026457358946171475
WT,4,0.03698312596115028
WT,4,0.037327251775572355
WT,4,0.04646075915735148
WT,4,0.035976705300270424
WT,4,0.04354971141203069
WT,4,0.047205166393905255
WT,4,0.02069562353391228
WT,4,0.03365395201500032
Mgat1KO,4,0.029022742611866797
Mgat1KO,4,0.032429417281485996
Mgat1KO,4,0.044764424100413404
Mgat1KO,4,0.018307569647142433
Mgat1KO,4,0.025826944447163457
Mgat1KO,4,0.029442025196618055
Mgat1KO,4,0.01808562657284849
Mgat1KO,4,0.029636641582946086
Mgat1KO,4,0.036967053752525
Mgat1KO,4,0.04489021476309076
Mgat1KO,4,0.020785839872424532
Mgat1KO,4,0.03240690585814907
Mgat1KO,4,0.024907216158398745
Mgat1KO,4,0.029819181094867902
Mgat1KO,4,0.03645804192311501
Mgat1KO,4,0.02276774167873332
Mgat1KO,4,0.03876223372243408
Mgat1KO,4,0.021937512315822732
Mgat1KO,4,0.029857543867616312
Mgat1KO,4,0.019621887739231823
Mgat1KO,4,0.015211135236564362
Mgat1KO,4,0.012000805657910014
Mgat1KO,4,0.021596044018534127
Mgat1KO,4,0.02653379731837875
Mgat1KO,4,0.030307131113024542
Mgat1KO,4,0.014361170073286508
Mgat1KO,4,0.02501594167544749
Mgat1KO,4,0.031018732485795154
Mgat1KO,4,0.027116933197120715
Mgat1KO,4,0.016918191591258014
Mgat1KO,4,0.02466708819039695
Mgat1KO,4,0.027363729327205898
Mgat1KO,4,0.010150621955066328
