Group,file,param,value
WT,15n10002,1,5.956217620895617
WT,15n10006,1,4.640103329680936
WT,15n10009,1,7.349013151009482
WT,15n10012,1,5.856103078561875
WT,15n23002,1,7.497953534489341
WT,15n23005,1,3.422211812848483
WT,15n23008,1,-1.0505587135950132
WT,15n23011,1,3.284811246326744
WT,15n23014,1,2.9731050396097065
WT,15n23019,1,0.8415282311402436
WT,15n23022,1,-3.504651037488864
WT,15o20002,1,8.857401831204632
WT,15o20005,1,5.166395757739697
WT,15o20010,1,-1.7885680409560683
WT,15o20015,1,2.294599359016827
WT,15o21003,1,5.372445243629905
WT,15o21008,1,3.5968288912247357
WT,15o22002,1,1.6848058034733027
WT,15o22008,1,3.6366424918486016
WT,15o26002,1,3.3139946083413934
WT,15o26005,1,-7.140857549544498
WT,15o26008,1,-1.0244476705505996
WT,15o26014,1,4.5164004936876445
WT,15o26017,1,0.606754792032771
WT,15o26020,1,4.7676168968258565
WT,15o26023,1,7.208947856322664
WT,15o26031,1,-1.1372780234329178
WT,15o29002,1,3.495894920783804
WT,15o29009,1,-0.23615251653416972
WT,15o29012,1,8.234544536625734
WT,15o29015,1,4.879569013808479
WT,15o29021,1,6.201210801554022
WT,15o29024,1,4.898242753492189
WT,15o29027,1,2.012724530141002
Mgat1KO,15n03002,1,1.3798491350580606
Mgat1KO,15n03005,1,6.821330552188254
Mgat1KO,15n03008,1,-2.8532004108372093
Mgat1KO,15n03011,1,-4.078827193767823
Mgat1KO,15n03014,1,-4.249857415535971
Mgat1KO,15n03017,1,0.9591083105456026
Mgat1KO,15n03028,1,-0.8560235212761712
Mgat1KO,15n04002,1,1.0715860369085066
Mgat1KO,15n04009,1,2.5787907366256646
Mgat1KO,15n04014,1,-1.5672836758165276
Mgat1KO,15n04017,1,4.686007328841294
Mgat1KO,15n04020,1,1.13902320625003
Mgat1KO,15n04023,1,5.421523572791023
Mgat1KO,15n04026,1,2.3324664713343877
Mgat1KO,15n04029,1,-0.17207646727224554
Mgat1KO,15n09002,1,-1.5916485828058293
Mgat1KO,15n09005,1,1.9290611163196985
Mgat1KO,15n20005,1,-8.19926920329824
Mgat1KO,15n20008,1,-3.4245416570929343
Mgat1KO,15n20012,1,-4.153591970731378
Mgat1KO,15n24005,1,2.4115414419720165
Mgat1KO,15n24010,1,-1.4244304440054438
Mgat1KO,15n24013,1,2.362367538657935
Mgat1KO,15o27002,1,-0.5321252261896675
Mgat1KO,15o27005,1,-7.43446396091885
Mgat1KO,15o27010,1,-3.1145224791264408
Mgat1KO,15o27018,1,-1.028623349095952
Mgat1KO,15o27025,1,0.6833885530471231
Mgat1KO,15o27028,1,1.3790955715296915
Mgat1KO,15o27031,1,3.627385228489923
Mgat1KO,15o28006,1,-2.9420437158538157
Mgat1KO,15o28009,1,2.0762049588518416
Mgat1KO,15o28012,1,-1.2287668924229367
WT,15n10002,2,32.89087309624063
WT,15n10006,2,46.884781948983125
WT,15n10009,2,47.55002880998934
WT,15n10012,2,47.19970545372247
WT,15n23002,2,41.29915996574185
WT,15n23005,2,47.84310601526759
WT,15n23008,2,46.61800272628093
WT,15n23011,2,48.172346247125574
WT,15n23014,2,48.28943683266814
WT,15n23019,2,46.80118964959554
WT,15n23022,2,47.36200747279717
WT,15o20002,2,48.194547992601564
WT,15o20005,2,47.05764961661541
WT,15o20010,2,34.93654403029969
WT,15o20015,2,48.154336254082125
WT,15o21003,2,47.67482036979508
WT,15o21008,2,47.53512168705767
WT,15o22002,2,33.62602051558267
